neos-950242.mp,0.0159,104161,10704,10704,0,0,0,0,0,0,0
neos859080.mp,0.002,1281,80,80,0,0,0,0,0,0,0
nexp-150-20-8-5.mp,0.0584,42466,17880,17880,0,0,0,0,0,0,0
ns1208400.mp,0.014,81747,8616,8616,0,0,0,0,0,0,0
ns1644855.mp,0.0769,2110697,20000,20000,0,0,0,0,0,0,0
ns1760995.mp,0.4732,1854013,1835596,3366044,0,0,0,950953,0,0,0
ns1830653.mp,0.0083,100934,6480,6480,0,0,0,0,0,0,0
nw04.mp,4.5321,636667,636666,636666,0,0,0,0,0,0,0
opm2-z10-s4.mp,0.1165,371241,321250,321250,0,0,0,0,0,0,0
qap10.mp,0.0198,18201,18200,18200,0,0,0,0,0,0,0
radiationm40-10-02.mp,0.8048,406826,93600,93600,0,0,0,0,0,0,0
rail507.mp,0.5981,468879,6,6,0,0,0,0,0,0,0
reblock115.mp,0.0096,13725,9430,9430,0,0,0,0,0,0,0
rococoB10-011000.mp,0.0087,16518,1170,1170,0,0,0,0,0,0,0
rococoC10-001000.mp,0.0068,11752,950,950,0,0,0,0,0,0,0
savsched1.mp,11.1906,1770508,943299,1513355,0,0,0,662574,0,0,0
seymour.mp,0.0032,33550,570,533,0,0,0,21,0,0,0
seymour1.mp,0.0014,33550,328,303,0,0,0,21,0,0,0
sorrell3.mp,0.2223,338325,338324,825949,0,0,0,5244168,0,0,0
sp97ar.mp,0.0452,290969,14083,14081,0,0,0,0,0,0,0
sp98ar.mp,0.0473,426149,15080,15080,0,0,0,0,0,0,0
square41.mp,11.0978,13566427,13464559,13464559,0,0,0,0,0,0,0
square47.mp,28.0615,27329857,27173850,27173850,0,0,0,0,0,0,0
supportcase10.mp,0.2196,555083,105288,105288,0,0,0,0,0,0,0
supportcase19.mp,660.3255,4287095,4,4,0,0,0,0,0,0,0
supportcase40.mp,0.0088,104421,2000,2000,0,0,0,0,0,0,0
var-smallemery-m6j6.mp,0.0282,850624,26526,22312,0,0,0,0,0,0,0
